id,pid,diet_veg,diet_gf,diet_sf,diet_egg,diet_nut,diet_soy,diet_wheat,diet_fish,diet_shellfish,diet_oth_allergy,diet_oth_res,diet_none,diet_pna,purch_groc_ol_freq,purch_milk_is,purch_milk_ol,purch_milk_pna,purch_milk_is_freq,purch_milk_is_ware,purch_milk_is_bigbox,purch_milk_is_super,purch_milk_is_spec,purch_milk_is_disc,purch_milk_is_conv,purch_milk_is_local,purch_milk_is_oth,purch_milk_is_othtxt,purch_milk_ol_freq,purch_milk_ol_loc,AttentionCheck1,cons_milk_freq,purch_milk_size,purch_milk_size_oth,milk_whole,milk_2pct,milk_1pct,milk_skim,milk_lf,milk_a2,milk_cream,milk_homo,milk_oth,milk_pna,milk_othtxt,milk_price,spend,rank_brand,rank_fat,rank_claim,rank_price,notice_sellby,last_exp_nps,last_exp_nbr,poor_exp,poor_exp_taste,poor_exp_smell,poor_exp_sick,poor_exp_sour,poor_exp_pkg,poor_exp_2day,poor_exp_expired,poor_exp_texture,poor_exp_oth,poor_exp_pna,poor_exp_badb4exp,poor_exp_othtxt,poor_exp_freq,poor_exp_chg_switch_st,poor_exp_chg_switch_sp,poor_exp_chg_switch_brand,poor_exp_chg_switch_type,poor_exp_chg_nc,poor_exp_chg_pna,poor_exp_chg_switch_detail,poor_exp_chg_switch_alloc,good_exp_is_ret,good_exp_is_nps,good_exp_is_nbr,poor_exp_is_ret,poor_exp_is_nps,poor_exp_is_nbr,good_exp_ic_ret,good_exp_ic_nps,good_exp_ic_nbr,poor_exp_ic_ret,poor_exp_ic_nps,poor_exp_ic_nbr,good_exp_olsp_ret,good_exp_olsp_nps,good_exp_olsp_nbr,poor_exp_olsp_ret,poor_exp_olsp_nps,poor_exp_olsp_nbr,good_exp_stweb_ret,good_exp_stweb_nps,good_exp_stweb_nbr,poor_exp_stweb_ret,poor_exp_stweb_nps,poor_exp_stweb_nbr,birth_yr,age,age_cat,gender,gender_txt,eth_white,eth_me_na,eth_black,eth_native,eth_asian,eth_pi,eth_latino,eth_oth,eth_pna,eth_othtxt,edu,emp,hhinc,ms,child,state
R_2wbsJtb0Vr4NY8G,6110e3fc556802a6dba3c7f1,,,,,,,,,,,,None,,More than once a week,,Online (through an app or web browser),,,,,,,,,,,,Multiple times a week,Amazon Fresh,Strongly Disagree,Once a day,Gallon,,Whole milk,,,Skim milk,,,,,,,,$2-4,$50-100,3,2,4,1,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,,,NA,,,NA,,,NA,,,NA,Very Likely,Detractor,5,Unlikely,Detractor,0,,,NA,,,NA,1982,40,36-45,Female,,White,,,,,,,,,,Some college but no degree,A homemaker or stay-at-home parents,"$80,000 to $89,999",Married,Yes,Arizona
R_1OHmbJyfYBrH3M0,614f3f044ab295ed97809caa,Vegetarian,,,,,,,,,,,,,Several times a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,Instacart,Strongly Disagree,Once a day,Gallon,,,2%,,,,,,,Other (please specify),,Almond,$2-4,$50-100,4,1,3,2,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,,,,,When milk has a different texture than I expected,,,,,Sometimes,Switch stores,,Switch milk producer / brand,,,,"Yes, but less frequently",>50%,Very Likely,Promoter,9,Neutral,Detractor,5,Likely,Promoter,9,Very Unlikely,Detractor,0,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,,,,,Asian (including South Asian),,,,,,Graduate Degree,Working full-time,"$150,000 or more",Married,Yes,North Carolina
R_1jP846iXsrNKp8i,61697550d3595ef0cc0c1b6e,,,,,,,,,,,,None,,About once a month,In a store,,,Less frequently than every 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Less than once a week,Gallon,,Whole milk,,,,,,,,,,,$2-4,$50-100,3,2,4,1,Yes,Detractor,5,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Married,Yes,Iowa
R_2PjNxAia6Id2Hdg,616b2966d0aee4f9879a656b,,,Sugar-free,,,,,,,Other food allergies,,,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a day,Quart,,,,,,,,,,Other (please specify),,Half and half,$2-4,$50-100,2,3,1,4,Yes,Promoter,9,Yes,,,,,When the milk container is dirty or damaged,,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Passive,7,Unlikely,Passive,7,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1982,40,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Divorced,No,Washington
R_1JJkXyheEYITF1E,5563984afdf99b672b5749b6,,,,,,,,,,,,None,,Several times a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Quart,,,,,,,,,,,Prefer not to answer,,$4+,$100-150,4,2,1,3,Yes,Detractor,5,Yes,When milk was not sour but it did not taste as I expected,,,,When the milk container is dirty or damaged,,,When milk has a different texture than I expected,,,,,Sometimes,,,Switch milk producer / brand,,,,,,Very Likely,Passive,7,Unlikely,Detractor,1,,,NA,,,NA,,,NA,,,NA,Very Likely,Passive,8,Unlikely,Detractor,1,1981,41,36-45,Male,,,,,,,,,,Prefer not to answer,,Graduate Degree,Working full-time,"$50,000 to $59,999",Divorced,No,California
R_2arTdFcfpTo4Av6,55b67c31fdf99b26b999cc1e,,,,,,,,,,,,None,,Once in a few months or longer,In a store,Online (through an app or web browser),,Less frequently than every 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Less than once a week,Gallon,,Whole milk,,,,,,,,,,,$2-4,$100-150,3,2,4,1,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,10,,,NA,1981,41,36-45,Female,,White,,,,,,,,,,High school diploma/ GED,Working full-time,"$80,000 to $89,999",Married,No,Kentucky
R_2WJfJyMC8FkeRG3,55ce148b34e9060012e56279,Vegetarian,,,,,,,,,,,,,About once per week,,Online (through an app or web browser),,,,,,,,,,,,Approximately once a week,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Half-gallon,,,,,Skim milk,,,,,,,,$2-4,$150+,4,2,3,1,Yes,Detractor,6,No,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,Prefer not to answer,Detractor,6,,,NA,1981,41,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),A homemaker or stay-at-home parents,"$50,000 to $59,999",Married,Yes,Pennsylvania
R_1KcAoQD4HRsfzCE,570bc1ffb9b52b00102db939,Vegetarian,,,,,,,,,,,,,About once per week,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Half-gallon,,,2%,,,,,,,,,,$0-2,$100-150,4,1,3,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Passive,8,,,NA,1981,41,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Other,"$30,000 to $39,999",Never married,No,Illinois
R_1rrJDAPeo6k1cFB,57d1d04593d4400001cdc0db,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Less frequently than every 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Approximately once a week,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Half-gallon,,,,1%,,,,,,,,,$2-4,$100-150,3,2,4,1,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Detractor,5,,,NA,1981,41,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$50,000 to $59,999",Never married,No,California
R_3meq2XqDIThhBx1,58f0fca0d40252000192f201,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Less than once a week,Gallon,,,2%,,,,,,,,,,$4+,$100-150,4,1,3,2,No,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,Very Unlikely,Detractor,5,,,NA,1981,41,36-45,Male,,White,,,,,,,,,,Graduate Degree,Working full-time,"$150,000 or more",Married,Yes,New York
R_211kdBqNssovBwx,597f662f89542d0001517d78,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,,,1%,,,,,,,,,$2-4,$50-100,3,1,4,2,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,When the milk container is dirty or damaged,,,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Detractor,5,Very Likely,Detractor,1,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$90,000 to $99,999",Married,Yes,Delaware
R_1iepeXylX4Qg75i,5a18805f087f2e0001eaf737,,Gluten-free,,,,,,,,,,,,About once a month,In a store,Online (through an app or web browser),,Less frequently than every 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,Instacart,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,,,,,,,,,,$4+,$25-50,1,3,2,4,Yes,Promoter,9,Yes,,,When you get sick from the food product,When the milk has a sour taste,,,,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Unlikely,Passive,8,Neutral,Detractor,0,Likely,Detractor,6,Unlikely,Detractor,0,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Female,,White,,,,,,,,,,Graduate Degree,Working full-time,"$40,000 to $49,999",Never married,No,Pennsylvania
R_11iKcOpOxs1Szha,5aa3eff9873cda00010d570f,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately every 10 - 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,Small/local grocery stores,,,,,Strongly Disagree,Once a week,Quart,,Whole milk,,,,,,,,,,,$2-4,$25-50,3,1,4,2,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$50,000 to $59,999",Never married,No,Tennessee
R_31YLxzYV3HZT1Ov,5b5a822e1ad8270001c4f28d,,,,,,,,,,,,None,,Several times a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,Convenience stores,Small/local grocery stores,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,,,,,,,,,$4+,$100-150,2,4,1,3,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Detractor,6,,,NA,1981,41,36-45,Male,,White,,,,,,,,,,High school diploma/ GED,Unemployed and looking for work,"Less than $10,000",Never married,No,California
R_3hzGkZLwIWhaa5n,5c40e7d99d27f00001159a65,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,Prefer not to answer,Strongly Disagree,Multiple times a week,Half-gallon,,,2%,,,,,,,,,,$0-2,Prefer not to answer,4,2,3,1,Yes,Detractor,6,Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,Prefer not to answer,Detractor,4,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Male,,White,,,,,,,,,,Graduate Degree,Working full-time,"$10,000 to $19,999",Never married,No,Wisconsin
R_2whPLBDdmzyrOPs,5c56687227d2cd0001966c15,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Approximately once a week,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,,,,,,,,,,$2-4,$50-100,3,4,2,1,Yes,Passive,7,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,When the milk container is dirty or damaged,,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Passive,8,Unlikely,Detractor,2,,,NA,,,NA,,,NA,,,NA,Very Likely,Passive,7,Unlikely,Detractor,2,1981,41,36-45,Male,,White,,,,,,,,,,Did not complete high school,Working full-time,"$20,000 to $29,999",Never married,No,Pennsylvania
R_1ruG8L0NRU5Q0sg,5d45c2d1da9cb60015aa4312,,,,,,,,,,,,None,,Several times a month,In a store,,,Less frequently than every 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a day,Gallon,,,,,Skim milk,,,,,,,,$2-4,$25-50,3,2,4,1,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,Prefer not to answer,Married,No,Iowa
R_8CI7rCzRv9Vz5nP,5d82be0cf45ead000150f026,,,,,,,,,,,,None,,Several times a month,,Online (through an app or web browser),,,,,,,,,,,,Approximately every 10 - 14 days,Instacart,Strongly Disagree,Multiple times a week,Half-gallon,,,2%,,,,,,,Other (please specify),,Almond,$2-4,$50-100,3,2,4,1,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,Very likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Male,,White,,,,,,,,,,Did not complete high school,Working full-time,"$20,000 to $29,999",Never married,No,West Virginia
R_2SvJkM9KAWYuD96,5dde8fba82f458000c8c7c75,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,Convenience stores,,,,Approximately every 10 - 14 days,Instacart,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,,,,,,,Other (please specify),,shelf stable,$2-4,$150+,3,1,4,2,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,Very likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Male,,White,,,,,,,,,,Some college but no degree,Working full-time,"$10,000 to $19,999",Living with a partner,No,Georgia
R_3efPJYnOfq5QWN7,5ef54b31234db61ac1c7fdb0,,,,,,,,,,,,None,,About once per week,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,,,,,,,,Strongly Disagree,Once a day,Gallon,,Whole milk,,,,,,,,,,,$2-4,$50-100,4,3,2,1,Yes,Passive,7,Yes,,When milk does not smell as I expected,,When the milk has a sour taste,,,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,10,Unlikely,Detractor,0,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Male,,White,,,,,,,,,,Some college but no degree,Unemployed and looking for work,"$20,000 to $29,999",Never married,No,California
R_T7NJZVZSnzi15st,5ef78f819d93424af2af742b,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Multiple times a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,Small/local grocery stores,,,Less frequently than every 14 days,Amazon Fresh,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,,Skim milk,,,,,,,,$2-4,$100-150,4,2,3,1,Yes,Promoter,9,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,,,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,10,Unlikely,Detractor,3,,,NA,,,NA,Very Likely,Promoter,10,Very Unlikely,Detractor,0,,,NA,,,NA,1981,41,36-45,Male,,White,,,,,,,,,,Associate degree in college (2-year),Working full-time,"$100,000 to $149,999",Never married,No,Ohio
R_3qmabecCAzVlznd,5f3ebd568c429614c0f595e8,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,Small/local grocery stores,,,,,Strongly Disagree,Multiple times a week,Gallon,,,2%,,,,,,,,,,$4+,$100-150,3,2,4,1,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Male,,White,,,,,,,,,,Associate degree in college (2-year),Working full-time,"$60,000 to $69,999",Married,Yes,Georgia
R_AFLiPz1p1BaOlkl,5fca97a4b105427256733533,,,,,,,,,,,,None,,About once per week,In a store,,,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,,,,,,,,,,Strongly Disagree,Less than once a week,Gallon,,Whole milk,2%,,,,,,,,,,$4+,$100-150,2,1,3,4,Yes,Detractor,5,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,,,,,,,,,,Rarely,,Switch service provider,,,"No, nothing changed",,"Yes, to buy specific products",Just the milk,Neutral,Detractor,0,Neutral,Detractor,0,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Male,,,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working full-time,"$80,000 to $89,999",Married,Yes,California
R_2VJbH0y8arDDHaG,5fee4a12069e3b0c91f2531f,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a day,Gallon,,Whole milk,2%,,,,,,,,,,$4+,$50-100,4,3,2,1,Yes,Promoter,9,Yes,,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,,,,,,,,Rarely,,,Switch milk producer / brand,,,,,,Very Likely,Passive,8,Neutral,Detractor,2,,,NA,,,NA,,,NA,,,NA,Very Likely,Passive,8,Neutral,Detractor,2,1981,41,36-45,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Married,Yes,Arkansas
R_2WAVBbJx5qjvLPe,5ff8b291840bed124061d389,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a day,Quart,,,,,,,,,,Other (please specify),,half and half,$2-4,$50-100,3,1,4,2,Yes,Promoter,10,Yes,,,,,,,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Detractor,5,Very Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Living with a partner,No,New Jersey
R_3RdwldyZQfa0nFV,60fe1a43857cc5f00d4a78ec,,,,,,,,,,,,None,,Several times a month,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Less than once a week,Gallon,,,2%,,,,,,,,,,$2-4,$50-100,4,1,2,3,Yes,Detractor,3,Yes,,When milk does not smell as I expected,,,When the milk container is dirty or damaged,,,,,,,,Rarely,,,,,"No, nothing changed",,,,Likely,Detractor,2,Likely,Detractor,2,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$40,000 to $49,999",Living with a partner,Yes,Virginia
R_Y4wlNrBbjWfiDPr,61041a3b4159985f5294a436,,,,,,,,,,,,None,,More than once a week,In a store,,,Multiple times a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a day,Gallon,,Whole milk,,,,,,,,,,,$2-4,$100-150,3,1,4,2,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,,,,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,10,Very Likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1981,41,36-45,Female,,White,,,,,,,,,,Some college but no degree,Other,"$80,000 to $89,999",Never married,Yes,Texas
R_3OcclpEiKAEk1sM,5669ac845bd4ff0011159b4a,Vegetarian,Gluten-free,,,,,,,,,,,,About once a month,,Online (through an app or web browser),,,,,,,,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a week,Quart,,,,1%,,,,,,,,,$4+,$150+,4,1,3,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,9,,,NA,1980,42,36-45,Female,,White,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working full-time,"$50,000 to $59,999",Never married,No,Hawaii
R_2RPb97ZdlQZvsiW,56e6a66af6ed900006a5867c,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Approximately once a week,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Gallon,,,2%,,,,,,,,,,$2-4,$150+,2,1,4,3,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Detractor,5,,,NA,1980,42,36-45,Male,,White,,,,,,,,,,High school diploma/ GED,Working part-time,"$30,000 to $39,999",Never married,No,Ohio
